city,station_id,station_name,latitude,longitude,timestamp,pm25,pm10,o3,no2,so2,co
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-02T17:30:00Z,,,,11.3,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T10:45:00Z,,,,8.6,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T11:00:00Z,,,,8.6,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T11:15:00Z,,,,9.3,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T11:30:00Z,,,,10.6,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T11:45:00Z,,,,8.6,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T12:00:00Z,,,,8.0,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T12:15:00Z,,,,8.5,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T12:30:00Z,,,,8.7,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T12:45:00Z,,,,7.5,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T13:00:00Z,,,,5.7,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T13:15:00Z,,,,6.2,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T13:30:00Z,,,,7.8,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T13:45:00Z,,,,8.6,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T14:00:00Z,,,,9.0,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T14:15:00Z,,,,8.8,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T14:30:00Z,,,,9.4,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T14:45:00Z,,,,10.2,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T15:00:00Z,,,,8.1,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T15:15:00Z,,,,9.7,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T15:30:00Z,,,,10.2,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T15:45:00Z,,,,9.7,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T16:00:00Z,,,,8.4,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T16:15:00Z,,,,8.6,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T16:30:00Z,,,,9.0,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T16:45:00Z,,,,8.0,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T17:00:00Z,,,,8.1,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T17:15:00Z,,,,11.3,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T17:45:00Z,,,,9.2,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T18:00:00Z,,,,8.6,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T18:15:00Z,,,,5.6,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T18:30:00Z,,,,5.2,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T18:45:00Z,,,,2.7,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T19:15:00Z,,,,2.6,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T19:30:00Z,,,,2.2,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T19:45:00Z,,,,7.8,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T20:00:00Z,,,,9.3,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T20:15:00Z,,,,8.4,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T20:30:00Z,,,,8.1,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T20:45:00Z,,,,9.2,,
Delhi,13,"Delhi Technological University, Delhi - CPCB",28.6139,77.209,2016-11-03T21:00:00Z,,,,11.7,,
